ID,COD_SET_ZO,COD_QDR_ZO,COD_LOG_ZO,COD_CNDM_Z,COD_LOTE_Z,SGL_SUBP_E,SGL_DSTR_E,COD_TSTD_Z,IND_VRFC_E,IND_EXCL_I,SGL_ZONA_0,COD_PRMR_0,SGL_LNDR_0,COD_TIP_LE,COD_LEGC_0,ANO_LEGC_0,IND_ADCA_C,SGL_ZONA_1,COD_PRMR_1,SGL_LNDR_1,COD_TIP__1,COD_LEGC_1,ANO_LEGC_1,SGL_ZONA_2,COD_PRMR_2,SGL_LNDR_2,COD_TIP__2,COD_LEGC_2,ANO_LEGC_2,SGL_ZONA_3,COD_PRMR_3,SGL_LNDR_3,COD_TIP__3,COD_LEGC_3,ANO_LEGC_3,SGL_ZONA_4,COD_PRMR_4,SGL_LNDR_4,COD_TIP__4,COD_LEGC_4,ANO_LEGC_4,SGL_ZONA_5,COD_PRMR_5,SGL_LNDR_5,COD_TIP__5,COD_LEGC_5,ANO_LEGC_5,COD_AREA_C,COD_AREA_L,COD_END_LO,COD_NUM_PO,COD_SIT,VALOR_MET_,VALOR_ME_1,NUM_PAV,SGL_ZON_UR,ANO_CONST,IND_EXCL_O,TXT_OBS_01,NOME_CID_E,NOME_EST_E,REG_LIM_AD
"229202396176000001","229","202","396176","00","0001",IT,IPA,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,330.00,RUA PEDRO BLOCH,"14",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"229201396184000023","229","201","396184","00","0023",IT,IPA,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",70.00,190.00,RUA PETRONIO ROSA SANTANA-COLE,"142",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"229201396184000022","229","201","396184","00","0022",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",70.00,115.00,RUA PETRONIO ROSA DE SANTANA-COLE,"134",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"229205396362000002","229","205","396362","00","0002",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",9680.00,15092.00,RUA ZEZE MACEDO,"1300",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"229205396354000005","229","205","396354","00","0005",IT,IPA,"3",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",43374.00,30982.00,RUA SERGIO HINGST,"25",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"229205396354000004","229","205","396354","00","0004",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",2879.00,1799.00,RUA SERGIO HINGST,"25",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"229205396354000003","229","205","396354","00","0003",IT,IPA,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",4449.00,5301.00,RUA SERGIO HINGST,"10",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"229204396168000001","229","204","396168","00","0001",IT,IPA,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",23945.00,16568.00,RUA MANFREDO FEST,"160",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"229203396168000002","229","203","396168","00","0002",IT,IPA,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",2899.00,4583.00,RUA MANFREDO FEST,"160",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"229203396087000001","229","203","396087","00","0001",IT,IPA,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",13635.00,10975.00,RUA HUMBERTO CATALANO,"16",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"229202396184000040","229","202","396184","00","0040",IT,IPA,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",180.00,277.00,RUA PETRONIO ROSA DE SANTANA-COLE,"17",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"229202396184000039","229","202","396184","00","0039",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,114.00,RUA PETRONIO ROSA DE SANTANA-COLE,"25",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"229202396184000038","229","202","396184","00","0038",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",70.00,114.00,RUA PETRONIO ROSA DE SANTANA-COLE,"31",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"229202396184000037","229","202","396184","00","0037",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",70.00,114.00,RUA PETRONIO ROSA DE SANTANA-COLE,"35",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"229202396184000036","229","202","396184","00","0036",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",70.00,114.00,RUA PETRONIO ROSA DE SANTANA-COLE,"41",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"229202396184000035","229","202","396184","00","0035",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,167.00,RUA PETRONIO ROSA DE SANTANA-COLE,"45",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"229202396184000026","229","202","396184","00","0026",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",90.00,116.00,RUA PETRONIO ROSA DE SANTANA-COLE,"101",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"229202396184000025","229","202","396184","00","0025",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",70.00,116.00,RUA PETRONIO ROSA DE SANTANA-COLE,"105",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"229202396184000024","229","202","396184","00","0024",IT,IPA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",120.00,116.00,RUA PETRONIO ROSA DE SANTANA-COLE,"111",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"229198396362000001","229","198","396362","00","0001",IT,IPA,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",4701.00,4248.00,RUA ZEZE MACEDO,,D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"138162268976000167","138","162","268976","00","0167",GU,LAJ,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,125.00,RUA HORACIO QUIROGA,,,0.00,0.00,,,,,,SAO PAULO,SAO PAULO,LESTE 2
"143082493023000002","143","082","493023","00","0002",IQ,AAL,"3",S,S,ZEU,"0",,,"0","0",S,ZM,"0",,,"0","0",QA,"2",,,"0","0",MA,"14",,L,"16050","2014",PI,"3",,L,"16050","2014",,"0",,,"0","0",0.00,8366.00,RUA ENGENHEIRO SIDNEY APARECIDO DE MORAES,,D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"143082493023000003","143","082","493023","00","0003",IQ,AAL,"1",S,S,ZEU,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,11088.00,RUA ENGENHEIRO SIDNEY APARECIDO DE MORAES,,D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"143083225550000004","143","083","225550","00","0004",IQ,ITQ,"2",S,S,ZEU,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,68647.00,AV JOSE PINHEIRO BORGES,,D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"143083493023000001","143","083","493023","00","0001",IQ,ITQ,"1",S,S,ZEU,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",31902.00,15997.00,RUA ENGENHEIRO SIDNEY APARECIDO DE MORAES,,D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"143083493023000002","143","083","493023","00","0002",IQ,ITQ,"1",S,S,ZEU,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",31227.00,23855.00,RUA ENGENHEIRO SIDNEY APARECIDO DE MORAES,,D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"112560132888000087","112","560","132888","00","0087",MP,SMI,"1",S,S,ZC,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",121.00,101.00,RUA MARIA LOURDES VESSONI,"111",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"112560132888000086","112","560","132888","00","0086",MP,SMI,"1",S,S,ZC,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",121.00,101.00,RUA MARIA LOURDES VESSONI,"109",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"112320118230000051","112","320","118230","00","0051",MP,VJA,"1",S,S,ZM,"0",,,"0","0",S,QA,"2",,,"0","0",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",126.00,108.00,RUA LIBERO ANCONA LOPEZ,"427",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"112320118230000050","112","320","118230","00","0050",MP,VJA,"1",S,S,ZM,"0",,,"0","0",S,QA,"2",,,"0","0",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",127.00,108.00,RUA LIBERO ANCONA LOPEZ,"423",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"112320118230000049","112","320","118230","00","0049",MP,VJA,"1",S,S,ZM,"0",,,"0","0",S,QA,"2",,,"0","0",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",126.00,108.00,RUA LIBERO ANCONA LOPEZ,"419",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"232035293520000059","232","035","293520","00","0059",IQ,PQC,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",99.00,84.00,RUA IBERE GOMES GROSSO,"309",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"232035293520000058","232","035","293520","00","0058",IQ,PQC,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",101.00,84.00,RUA IBERE GOMES GROSSO,"305",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"232035293520000057","232","035","293520","00","0057",IQ,PQC,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",99.00,84.00,RUA IBERE GOMES GROSSO,"301",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"229228167037000001","229","228","167037","00","0001",IT,IPA,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",3898.00,29960.00,RUA MANUEL RODRIGUES SANTIAGO,"200",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"252054399884000021","252","054","399884","00","0021",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",140.00,79.00,TV RAFAEL MARTINEZ,"120",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"252054399884000020","252","054","399884","00","0020",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",110.00,81.00,TV RAFAEL MARTINEZ,"124",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"252054399876000011","252","054","399876","00","0011",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",29.00,81.00,TV ALONSO RIBERA,"191",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"252054399876000010","252","054","399876","00","0010",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",51.00,81.00,TV ALONSO RIBERA,"195",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"252054399876000009","252","054","399876","00","0009",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",71.00,84.00,TV ALONSO RIBERA,"201",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"252054399876000008","252","054","399876","00","0008",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",63.00,84.00,TV ALONSO RIBERA,"205",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"252054399884000015","252","054","399884","00","0015",SM,SRA,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",76.00,85.00,TV RAFAEL MARTINEZ,"150",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"252054399876000014","252","054","399876","00","0014",SM,SRA,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"10",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",71.00,76.00,TV ALONSO RIBERA,"175",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"241013271381000005","241","013","271381","00","0005",SM,SMT,"1",S,S,ZEUA,"0",,,"0","0",S,ZMA,"0",,,"0","0",QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",3750.00,4683.00,RUA ITAPIRINAIA,"2",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"241013090441000008","241","013","090441","00","0008",SM,SMT,"1",S,S,ZMA,"0",,,"0","0",S,ZEUA,"0",,,"0","0",QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",7410.00,23563.00,AV RAGUEB CHOHFI,"1835",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"244014434051000005","244","014","434051","00","0005",SM,IGU,"1",S,S,ZC-ZEIS,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,117.00,ESTRADA IGUATEMI,"7283",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"244014270350000014","244","014","270350","00","0014",SM,IGU,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",300.00,278.00,RUA ILHA CAVIANA,"7",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"244014270350000018","244","014","270350","00","0018",SM,IGU,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",200.00,158.00,RUA ILHA CAVIANA,"16",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"150090018392000061","150","090","018392","00","0061",SM,SMT,"1",S,S,ZC,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",3414.00,2415.00,RUA ANTONIO PREVIATO,"226",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"241013021814000009","241","013","021814","00","0009",SM,SMT,"1",S,S,"99","0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",220.00,9712.00,AV ARICANDUVA,"12613",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"241013021814000004","241","013","021814","00","0004",SM,SMT,"3",S,S,"99","0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,40270.00,AV ARICANDUVA,"12777",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"244014434051000010","244","014","434051","00","0010",SM,IGU,"2",S,S,ZC-ZEIS,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",300.00,269.00,ESTRADA IGUATEMI,"7288",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"195002702480000047","195","002","702480","00","0047",SM,SRA,"1",S,S,ZMA,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",1076.00,600.00,RUA MIGUEL FERREIRA DE MELO,"535",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"252050399833000006","252","050","399833","00","0006",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"0",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",170.00,77.00,TV PIETRO TORRI,"101",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"252050399833000005","252","050","399833","00","0005",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"0",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",130.00,81.00,TV PIETRO TORRI,"105",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"252050399833000004","252","050","399833","00","0004",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"0",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",130.00,75.00,TV PIETRO TORRI,"111",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"252050399833000003","252","050","399833","00","0003",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"0",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",59.00,75.00,TV PIETRO TORRI,"115",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"252050399833000010","252","050","399833","00","0010",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"0",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",170.00,79.00,TV PIETRO TORRI,"81",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"252050399833000009","252","050","399833","00","0009",SM,SRA,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"0",,,"0","0",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",40.00,77.00,TV PIETRO TORRI,"85",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"150156136719000043","150","156","136719","00","0043",SM,SMT,"1",S,S,ZC,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",PI,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",2685.00,660.00,AV MATEO BEI,"2541",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"150098136719000097","150","098","136719","00","0097",SM,SMT,"1",S,S,ZC,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",925.00,832.00,AV MATEO BEI,"1020",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"194024090441000031","194","024","090441","00","0031",SM,IGU,"1",S,S,ZEU,"0",,,"0","0",S,QA,"2",,,"0","0",MA,"14",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",114.00,879.00,AV RAGUEB CHOHFI,"3747",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"149052621749000030","149","052","621749","00","0030",SM,SMT,"2",S,S,ZC,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",6473.00,5100.00,RUA CORREGO DO BOM JESUS,"307",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"244014270350000017","244","014","270350","00","0017",SM,IGU,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",300.00,127.00,RUA ILHA CAVIANA,"9",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"244014270350000016","244","014","270350","00","0016",SM,IGU,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",300.00,127.00,RUA ILHA CAVIANA,"19",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"149098647586000038","149","098","647586","00","0038",SM,SMT,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",900.00,500.00,RUA LAGOA BONITA,"63",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"244014434051000007","244","014","434051","00","0007",SM,IGU,"1",S,S,ZC-ZEIS,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",100.00,125.00,ESTRADA IGUATEMI,"7284",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"194024090441000033","194","024","090441","00","0033",SM,IGU,"1",S,S,ZEU,"0",,,"0","0",S,QA,"2",,,"0","0",MA,"14",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",4530.00,1409.00,AV RAGUEB CHOHFI,"3797",R,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"194024090441000032","194","024","090441","00","0032",SM,IGU,"1",S,S,ZEU,"0",,,"0","0",S,QA,"2",,,"0","0",MA,"14",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",369.00,591.00,AV RAGUEB CHOHFI,"3741",D,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"241013090441000007","241","013","090441","00","0007",SM,SMT,"5",S,S,"99","0",,,"0","0",S,QA,"12",,,"0","0",QA,"2",,,"0","0",QA,"13",,,"0","0","99","0",,L,"16050","2014",,"0",,,"0","0",0.00,67768.00,AV RAGUEB CHOHFI,"1835",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"241013090441000006","241","013","090441","00","0006",SM,SMT,"1",S,S,ZEUA,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",1370.00,14631.00,AV RAGUEB CHOHFI,"1835",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"241013090441000003","241","013","090441","00","0003",SM,PQC,"5",S,S,"99","0",,,"0","0",S,QA,"12",,,"0","0",QA,"2",,,"0","0",MA,"5",,L,"16050","2014",MA,"14",,L,"16050","2014",,"0",,,"0","0",0.00,24535.00,AV RAGUEB CHOHFI,"1835",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
"241013021814000010","241","013","021814","00","0010",SM,SMT,"1",S,S,ZMA,"0",,,"0","0",S,QA,"12",,,"0","0",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0",0.00,2274.00,AV ARICANDUVA,"12707",,0.00,0.00,,U,,,,SAO PAULO,SAO PAULO,LESTE 2
